Radius from GC [kpc]	Optimal DM mass [MeV]
1e-07	71.23717307620727
0.36900244702644347	71.23177470274447
0.7380047940528869	71.23273438159744
1.1070071410793305	71.23321137804447
1.476009488105774	71.23343571656926
1.9882302582263947	71.23369782305278
2.5004510283470154	71.23396232587436
3.012671798467636	71.23400049423249
3.524892568588257	71.23371178804626
4.02374655008316	71.23339563326519
4.522600531578064	71.23323816468334
5.0214545130729675	71.23312277670271
5.520308494567871	71.23302691875881
6.016494989395142	71.2329420215684
6.512681484222412	71.2328722167249
7.008867979049683	71.23284943219784
7.505054473876953	71.23290526247416
8.003790855407715	71.2330227752961
8.502527236938477	71.23320044029934
9.001263618469238	71.23336121927032
9.5	71.23350367193271
10.0	71.2335507242281
10.5	71.23351508272359
11.0	71.23339564098649
11.5	71.23321071674057
12.0	71.23296359832993
12.5	71.23275423200727
13.0	71.23261268149103
13.5	71.23257632775015
14.0	71.2325754960092
14.5	71.23257559211116
15.0	71.23257568720793
15.5	71.23257578135194
24.125	71.23257729111782
32.75	71.23257865283054
41.375	71.2325799114378
50.0	71.23258108352015
