Radius from GC [kpc]	Optimal DM mass [MeV]
1e-07	14.2988452316754
0.36900244702644347	14.29346970317887
0.7380047940528869	14.294426585418892
1.1070071410793305	14.29489733334176
1.476009488105774	14.295124045582844
1.9882302582263947	14.295383691144536
2.5004510283470154	14.295622993077863
3.012671798467636	14.295669635037733
3.524892568588257	14.295397023736124
4.02374655008316	14.295067796625398
4.522600531578064	14.294922741478384
5.0214545130729675	14.294810410914904
5.520308494567871	14.294724889100207
6.016494989395142	14.294633540567157
6.512681484222412	14.294562871046736
7.008867979049683	14.294540922391583
7.505054473876953	14.294574758042923
8.003790855407715	14.29471962385281
8.502527236938477	14.29488581427698
9.001263618469238	14.295034231369538
9.5	14.295161747516726
10.0	14.295237852593504
10.5	14.2952063551209
11.0	14.295101347876614
11.5	14.294895343902828
12.0	14.294651915625533
12.5	14.294434234307136
13.0	14.294303114372962
13.5	14.294265846619542
14.0	14.294264939566704
14.5	14.294264958845726
15.0	14.294264977922202
15.5	14.294264996806689
24.125	14.294265299533835
32.75	14.294265572381502
41.375	14.294265824405969
50.0	14.294266058961991
