Radius from GC [kpc]	Optimal DM mass [MeV]
1e-07	59.86355690750928
0.36900244702644347	59.85816316089297
0.7380047940528869	59.8591209539122
1.1070071410793305	59.85959800722354
1.476009488105774	59.85982280275735
1.9882302582263947	59.860084424318885
2.5004510283470154	59.86035035459874
3.012671798467636	59.86039061571724
3.524892568588257	59.8600982567864
4.02374655008316	59.85978042092712
4.522600531578064	59.85962448940428
5.0214545130729675	59.85950967762058
5.520308494567871	59.85941675348997
6.016494989395142	59.85932965259399
6.512681484222412	59.85925980162455
7.008867979049683	59.859237183098855
7.505054473876953	59.85929254241775
8.003790855407715	59.859411301294905
8.502527236938477	59.85958695821954
9.001263618469238	59.85974522192153
9.5	59.85989135896148
10.0	59.85993763224057
10.5	59.85990283536127
11.0	59.85977947361184
11.5	59.85959707357213
12.0	59.85935075964544
12.5	59.85914122985686
13.0	59.8590001211405
13.5	59.85896358389938
14.0	59.85896273569556
14.5	59.85896281657795
15.0	59.85896289661404
15.5	59.85896297584796
24.125	59.85896424646268
32.75	59.858965392406304
41.375	59.858966451519166
50.0	59.85896743776401
