Nuclear excitation energy [MeV]	Optimal DM mass [MeV]
9.845321000000006	9.842882657191678
16.429129000000003	16.426689411650298
17.886873	17.88443313593442
19.106065	19.103624905350966
20.271515	20.269074684941003
20.634644	20.632203616267656
21.124506000000004	21.122065523628226
21.319014000000003	21.316573486844497
22.049041000000003	22.04660034878939
22.25506900000001	22.25262830982792
22.375785	22.37334428699966
22.69106900000001	22.68862822737748
23.234614	23.232173124590446
23.49949	23.497049074501405
23.722903	23.720462032253305
23.975631	23.973189984461794
24.127765000000004	24.12532395569293
24.395655000000005	24.39321390503446
24.689789000000005	24.68734784941335
24.873077	24.870635814753406
25.193355000000004	25.19091375418864
25.557194000000003	25.554752685386557
26.003710000000005	26.001268600950333
26.416083000000004	26.413641522970575
26.527788000000005	26.525346501847146
27.125878000000004	27.123436388748154
27.402361000000003	27.399919336465036
27.668740000000003	27.666298286092506
27.976836	27.97439422783111
28.509042000000004	28.50660012718979
28.857441000000005	28.854999061306437
29.168116000000005	29.165674002556543
29.456089	29.45364694809943
30.042922000000004	30.0404798371256
30.437946000000004	30.43550376242333
30.851649	30.849206684188015
31.185094000000003	31.18265162112973
31.681334000000003	31.67889152728401
31.952711000000004	31.950268475962385
32.410724	32.40828138934403
32.792416	32.78997331715836
33.30255100000001	33.30010822068006
33.58793800000001	33.58549516670601
34.136562000000005	34.13411906294538
34.565850000000005	34.56340698175302
34.993877000000005	34.99143390079765
35.363474000000004	35.36103083089225
35.869974	35.86753073509108
36.283955000000006	36.281511656787494
36.767230000000005	36.764786565374955
37.199811	37.19736748354926
37.652768	37.65032439786716
38.19608	38.193636295090315
38.556106	38.55366222698329
39.13056400000001	39.12812011830838
39.565449	39.56300503603486
40.05407	40.05162594359238
40.499525000000006	40.4970808593137
41.059143000000006	41.056698753431775
41.52287200000001	41.520427665689006
41.98585800000001	41.9834135780836
42.51042700000001	42.50798247882156
43.013321000000005	43.01087638365688
43.524117	43.5216722869926
44.03732	44.03487518986837
44.525012	44.52256709756788
45.074676	45.07223099353345
45.630351000000005	45.62790588835565
46.133935	46.13148979303253
46.672945000000006	46.67049969099814
47.156012	47.153566599548796
47.697723	47.695277496991864
48.228122	48.22567639657051
48.739074	48.73662829982536
49.307315	49.30486919222616
49.82493	49.82248409420684
50.314816	50.31237000143278
50.89891900000001	50.89647289080857
51.432787000000005	51.4303407896912
51.973068000000005	51.97062168735197
52.579828000000006	52.57738157241157
53.101235	53.09878847363221
53.692147000000006	53.689700361676586
54.194118	54.19167126656451
54.817892	54.815445148363835
55.341667	55.3392200491038
55.943416000000006	55.94096893505725
56.459958	56.457510837151084
57.035070000000005	57.032622728134115
57.633648	57.63120061465826
58.218292000000005	58.21584450381324
58.749719000000006	58.74727140304845
59.338874	59.33642629132713
59.940347	59.93789917725822
60.485786	60.48333807380567
61.089916	61.08746795920951
61.652671000000005	61.65022285245034
62.271494	62.26904573504178
62.83086	62.82841162890214
63.431304	63.42885551495529
63.976745	63.97429641143489
64.543533	64.54108430385116
65.17234	65.16989118448112
65.74018600000001	65.7377370766705
66.328565	66.32611596494813
66.927682	66.92523285117264
67.483962	67.48151274551907
68.092447	68.08999762993574
68.696788	68.69433851512424
69.253307	69.25085740938425
69.842951	69.84050129733588
70.435649	70.43319918469193
71.026463	71.02401307239062
71.621069	71.61861895935274
72.19555100000001	72.19310085012533
72.791594	72.78914373678245
73.37417400000001	73.37172362598369
73.951451	73.94900051617769
