Radius from GC [kpc]	Optimal DM mass [MeV]
0.03708848197596332	21.545917811702022
0.39681873350841596	21.54089942714429
0.7565489850408686	21.54190696319684
1.1162792365733214	21.54234612324416
1.476009488105774	21.542556729631517
1.9882302582263947	21.542831709998744
2.5004510283470154	21.543061635796818
3.012671798467636	21.54310810378079
3.524892568588257	21.54281411833388
4.02374655008316	21.542507936547214
4.522600531578064	21.54234865871883
5.0214545130729675	21.5462853391723
5.520308494567871	21.5462853391723
6.016494989395142	21.5462853391723
6.512681484222412	21.541980948157825
7.008867979049683	21.54198090101444
7.505054473876953	21.54203697890116
8.003790855407715	21.54214539294935
8.502527236938477	21.542310524310864
9.001263618469238	21.542474283687344
9.5	21.5426152619288
10.0	21.54267779923201
10.5	21.542638427426056
11.0	21.54251422146887
11.5	21.542315003395903
12.0	21.54209307294908
12.5	21.54188380851324
13.0	21.54174371900603
13.5	21.54172065756606
14.0	21.54172110151776
14.5	21.54168835588433
15.0	21.541689170393457
15.5	21.541689905078982
24.125	21.54169628667743
32.75	21.541699065681517
41.375	21.541700845925924
50.0	21.541712428442302
