Radius from GC [kpc]	Optimal DM mass [MeV]
0.03708848197596332	41.25345955950437
0.39681873350841596	41.248434784723145
0.7565489850408686	41.24943691621156
1.1162792365733214	41.24985427097019
1.476009488105774	41.25009652275256
1.9882302582263947	41.25037341971844
2.5004510283470154	41.25060240690602
3.012671798467636	41.25065100784521
3.524892568588257	41.25035662738095
4.02374655008316	41.25005122885732
4.522600531578064	41.24989165871882
5.0214545130729675	41.2538286314824
5.520308494567871	41.2538286314824
6.016494989395142	41.2538286314824
6.512681484222412	41.249523948045365
7.008867979049683	41.24952386169538
7.505054473876953	41.24957817524113
8.003790855407715	41.2496883918388
8.502527236938477	41.24985263565485
9.001263618469238	41.25001728368736
9.5	41.25015787885615
10.0	41.25021892444639
10.5	41.250175597705685
11.0	41.25005134572427
11.5	41.2498577100503
12.0	41.24963200897815
12.5	41.2494075313817
13.0	41.24928401602358
13.5	41.24922654865316
14.0	41.24922687933364
14.5	41.24922768552577
15.0	41.249228411764285
15.5	41.24922906924645
24.125	41.249234871264726
32.75	41.249237720152685
41.375	41.24922834939072
50.0	41.24924787335273
