Radius from GC [kpc]	Optimal DM mass [MeV]
1e-07	69.25326804678122
0.36900244702644347	69.24920787691593
0.7380047940528869	69.24994768387913
1.1070071410793305	69.25031099591216
1.476009488105774	69.25046467314245
1.9882302582263947	69.25067508788108
2.5004510283470154	69.25085740938425
3.012671798467636	69.25088079930791
3.524892568588257	69.25068669109456
4.02374655008316	69.25044917053255
4.522600531578064	69.25031351851155
5.0214545130729675	69.25024245394854
5.520308494567871	69.25019183389453
6.016494989395142	69.25008993470438
6.512681484222412	69.25004170916053
7.008867979049683	69.25002788150059
7.505054473876953	69.25007698172348
8.003790855407715	69.25015517762598
8.502527236938477	69.25026207879998
9.001263618469238	69.25040351544739
9.5	69.25051346793245
10.0	69.25056175396162
10.5	69.25054047219571
11.0	69.25043329597382
11.5	69.25031097762492
12.0	69.25010539617651
12.5	69.249962666065
13.0	69.24986281462515
13.5	69.2498211935572
14.0	69.24982070622076
14.5	69.24982078117488
15.0	69.2498208553228
15.5	69.2498209287061
24.125	69.24982210258922
32.75	69.24982315661283
41.375	69.24982412684244
50.0	69.24982502693707
