Radius from GC [kpc]	Optimal DM mass [MeV]
1e-07	73.57409011086935
0.36900244702644347	73.56869078246602
0.7380047940528869	73.56965134689969
1.1070071410793305	73.57012783492932
1.476009488105774	73.57035208080701
1.9882302582263947	73.57061428657113
2.5004510283470154	73.57087851006074
3.012671798467636	73.57091625941473
3.524892568588257	73.57062827915661
4.02374655008316	73.57031266756073
4.522600531578064	73.57015468602651
5.0214545130729675	73.57003918191914
5.520308494567871	73.5699427398996
6.016494989395142	73.56985819620785
6.512681484222412	73.56978847648382
7.008867979049683	73.56976565810163
7.505054473876953	73.56982158550962
8.003790855407715	73.56993885904315
8.502527236938477	73.57011691978849
9.001263618469238	73.57027821870976
9.5	73.57041991712558
10.0	73.57046716688109
10.5	73.57043130699526
11.0	73.57031267536902
11.5	73.57012723011196
12.0	73.56987994108385
12.5	73.56967057824487
13.0	73.569528977459
13.5	73.56949265931536
14.0	73.5694918293804
14.5	73.56949192888987
15.0	73.56949202736
15.5	73.56949212484507
24.125	73.5694936844027
32.75	73.56949509040189
41.375	73.56949638995343
50.0	73.56949760017596
