Radius from GC [kpc]	Optimal DM mass [MeV]
1e-07	23.151917362987675
0.36900244702644347	23.146538331777705
0.7380047940528869	23.147495587259076
1.1070071410793305	23.14796735013328
1.476009488105774	23.14819368078296
1.9882302582263947	23.14845371479497
2.5004510283470154	23.148691384109007
3.012671798467636	23.14873905896084
3.524892568588257	23.148467140467726
4.02374655008316	23.14813992683153
4.522600531578064	23.14799294951145
5.0214545130729675	23.14788011621709
5.520308494567871	23.147794685637884
6.016494989395142	23.147703120884305
6.512681484222412	23.14763217344841
7.008867979049683	23.147610095386284
7.505054473876953	23.14766396884212
8.003790855407715	23.14778771175217
8.502527236938477	23.147955925806688
9.001263618469238	23.14810622967046
9.5	23.148230701030144
10.0	23.14832245159312
10.5	23.148275612360138
11.0	23.148139932971247
11.5	23.147965562140826
12.0	23.14772160716619
12.5	23.147490823353237
13.0	23.147372370584293
13.5	23.1473353180982
14.0	23.147334423646274
14.5	23.14733445483493
15.0	23.14733448569605
15.5	23.14733451624672
24.125	23.147335006007363
32.75	23.147335447458964
41.375	23.14733585524585
50.0	23.147336234790437
