Radius from GC [kpc]	Optimal DM mass [MeV]
0.03708848197596332	24.689478437998496
0.39681873350841596	24.68569279300663
0.7565489850408686	24.686472909248728
1.1162792365733214	24.686794661866
1.476009488105774	24.68695630009771
1.9882302582263947	24.68716818219886
2.5004510283470154	24.68734784941335
3.012671798467636	24.687371233393872
3.524892568588257	24.687179222817825
4.02374655008316	24.68691682305244
4.522600531578064	24.686796935560324
5.0214545130729675	24.686732061022628
5.520308494567871	24.68668391133967
6.016494989395142	24.686585699992555
6.512681484222412	24.68653924946986
7.008867979049683	24.686521569058364
7.505054473876953	24.686556311066
8.003790855407715	24.68663546333833
8.502527236938477	24.68679315282457
9.001263618469238	24.686908428599004
9.5	24.686997174142743
10.0	24.687061364334177
10.5	24.68703364532379
11.0	24.686952255771622
11.5	24.686793993876872
12.0	24.686598251538644
12.5	24.686456709436733
13.0	24.686344814625144
13.5	24.686311115134146
14.0	24.686311115134146
14.5	24.686311115134146
15.0	24.686311115134146
15.5	24.686311115134146
24.125	24.686311115134146
32.75	24.686311115134146
41.375	24.686311115134146
50.0	24.686311115134146
