Radius from GC [kpc]	Optimal DM mass [MeV]
0.03708848197596332	68.69647743799848
0.39681873350841596	68.69269610941787
0.7565489850408686	68.69345856104795
1.1162792365733214	68.69379247959935
1.476009488105774	68.69394582851089
1.9882302582263947	68.69415622914735
2.5004510283470154	68.69433851512424
3.012671798467636	68.69436190367993
3.524892568588257	68.69416782426764
4.02374655008316	68.69393050605072
4.522600531578064	68.69379453484353
5.0214545130729675	68.69372354975302
5.520308494567871	68.69367296472417
6.016494989395142	68.69357145330096
6.512681484222412	68.69352285504462
7.008867979049683	68.69350902787487
7.505054473876953	68.69355828207784
8.003790855407715	68.69363652395977
8.502527236938477	68.69374316852985
9.001263618469238	68.69388478996686
9.5	68.69399448952566
10.0	68.69404301508284
10.5	68.69402160567057
11.0	68.69391433708952
11.5	68.6937919897103
12.0	68.69358652960292
12.5	68.69344381835536
13.0	68.69334381462514
13.5	68.69330232132911
14.0	68.69330183364137
14.5	68.6933019079567
15.0	68.69330198147287
15.5	68.69330205423114
24.125	68.69330321813968
32.75	68.69330426324562
41.375	68.69330522529867
50.0	68.6933061178354
