Radius from GC [kpc]	Optimal DM mass [MeV]
0.03708848197596332	61.65236043799848
0.39681873350841596	61.64857927210158
0.7565489850408686	61.64934371752872
1.1162792365733214	61.64967565892791
1.476009488105774	61.6498307963452
1.9882302582263947	61.650041010586605
2.5004510283470154	61.65022285245034
3.012671798467636	61.650246226573486
3.524892568588257	61.65005250580637
4.02374655008316	61.64978352837829
4.522600531578064	61.64967774426387
5.0214545130729675	61.64960776026695
5.520308494567871	61.64955760915806
6.016494989395142	61.64945832352839
6.512681484222412	61.649407700854525
7.008867979049683	61.64939387957971
7.505054473876953	61.64944513972895
8.003790855407715	61.64950778440676
8.502527236938477	61.649627305056285
9.001263618469238	61.649771290532
9.5	61.64987776219792
10.0	61.649926234303656
10.5	61.649906434669546
11.0	61.64979785654101
11.5	61.64967514384328
12.0	61.64947122106858
12.5	61.649328741615214
13.0	61.649226814625145
13.5	61.64918693293201
14.0	61.64918644079846
14.5	61.64918650708672
15.0	61.64918657266416
15.5	61.649186637567496
24.125	61.64918767608636
32.75	61.64918860902684
41.375	61.64918946818414
50.0	61.64919026556569
