Radius from GC [kpc]	Optimal DM mass [MeV]
1e-07	59.94030790864769
0.36900244702644347	59.9362509893553
0.7380047940528869	59.93699072776889
1.1070071410793305	59.93735122380062
1.476009488105774	59.93750727505855
1.9882302582263947	59.937717441821725
2.5004510283470154	59.93789917725822
3.012671798467636	59.937922548676354
3.524892568588257	59.93772891345441
4.02374655008316	59.93746059810756
4.522600531578064	59.93735379594581
5.0214545130729675	59.93728405395582
5.520308494567871	59.937234005712426
6.016494989395142	59.93713475798332
6.512681484222412	59.937084149348735
7.008867979049683	59.9370703294249
7.505054473876953	59.9371220934193
8.003790855407715	59.937184248025645
8.502527236938477	59.93730358156788
9.001263618469238	59.937448148688766
9.5	59.93755382830127
10.0	59.9376270795349
10.5	59.93758288464441
11.0	59.93747398254765
11.5	59.93735118164729
12.0	59.93714763308786
12.5	59.93700520792943
13.0	59.93690281462514
13.5	59.93686332312591
14.0	59.936862829911504
14.5	59.93686289426455
15.0	59.93686295792798
15.5	59.93686302093742
24.125	59.93686402921323
32.75	59.93686493508318
41.375	59.93686576939289
50.0	59.93686654378381
