Radius from GC [kpc]	Optimal DM mass [MeV]
1e-07	35.86993455162635
0.36900244702644347	35.86588612471614
0.7380047940528869	35.86662549550746
1.1070071410793305	35.86697883844458
1.476009488105774	35.867140627142355
1.9882302582263947	35.86735043609269
2.5004510283470154	35.86753073509108
3.012671798467636	35.86755410117425
3.524892568588257	35.86736160289729
4.02374655008316	35.86710096830428
4.522600531578064	35.86698155743202
5.0214545130729675	35.866915162570024
5.520308494567871	35.86686645504293
6.016494989395142	35.86676786168751
6.512681484222412	35.86671898998185
7.008867979049683	35.86670364259647
7.505054473876953	35.866729339108325
8.003790855407715	35.86681760593814
8.502527236938477	35.86697790059524
9.001263618469238	35.86708750641964
9.5	35.867181750284054
10.0	35.867239713299334
10.5	35.86721591587504
11.0	35.86710274385609
11.5	35.86697872865069
12.0	35.86678048059342
12.5	35.86663871542919
13.0	35.86652981462514
13.5	35.866495746794584
14.0	35.86649523832638
14.5	35.866495276094625
15.0	35.86649531346164
15.5	35.86649535044823
24.125	35.86649594277067
32.75	35.8664959493052
41.375	35.8664959493052
50.0	35.8664959493052
