Radius from GC [kpc]	Optimal DM mass [MeV]
1e-07	41.05910362859418
0.36900244702644347	41.05505335901683
0.7380047940528869	41.0557928325582
1.1070071410793305	41.05614770250597
1.476009488105774	41.05630857939041
1.9882302582263947	41.056518153822765
2.5004510283470154	41.056698753431775
3.012671798467636	41.05672211555815
3.524892568588257	41.05652938233921
4.02374655008316	41.05626854235524
4.522600531578064	41.05615038744492
5.0214545130729675	41.05608327957832
5.520308494567871	41.05603429935758
6.016494989395142	41.05593554572594
6.512681484222412	41.055885617387744
7.008867979049683	41.055871283115344
7.505054473876953	41.055895104111706
8.003790855407715	41.05598525965989
8.502527236938477	41.05614678559898
9.001263618469238	41.05625379637154
9.5	41.05635055263825
10.0	41.05640839205533
10.5	41.05638364400767
11.0	41.05627136563029
11.5	41.05614760809479
12.0	41.05594820875154
12.5	41.055806319805306
13.0	41.055698814625146
13.5	41.05566358688807
14.0	41.055663081723225
14.5	41.05566312512949
15.0	41.05566316807383
15.5	41.05566321058015
24.125	41.05566389119112
32.75	41.05566450335934
41.375	41.05566487233739
50.0	41.05566487233739
