g_\chi [MeV^-1]	g_A [unitless]	nucleus	m_\chi [MeV]	b [deg]	l [deg]	\epsilon	Photon energy [MeV]	total flux [cm^-2 s^-1 MeV^-1]
1	1	O16	16.728184508712996	0	0.25	0.1	1.6728184508712995	3.961786639444062e-11
1	1	O16	16.728184508712996	0	0.25	0.1	2.1059536571200317	3.93704947332684e-10
1	1	O16	16.728184508712996	0	0.25	0.1	2.651238575009268	6.446015056649214e-09
1	1	O16	16.728184508712996	0	0.25	0.1	3.3377116148081245	1.871521581603798e-07
1	1	O16	16.728184508712996	0	0.25	0.1	4.201929969122493	1.0231476963311202e-05
1	1	O16	16.728184508712996	0	0.25	0.1	5.289916416707786	0.001078671808780056
1	1	O16	16.728184508712996	0	0.25	0.1	6.659610203260577	0.20822885475505684
1	1	O16	16.728184508712996	0	0.25	0.1	8.383952517528458	60.56218162891009
1	1	O16	16.728184508712996	0	0.25	0.1	10.554770875592256	16901.71972906726
1	1	O16	16.728184508712996	0	0.25	0.1	13.287669270948067	1851366.7794606881
1	1	O16	16.728184508712996	0	0.25	0.1	16.728184508712992	15408626.662156137
1	1	O16	16.728184508712996	0	0.25	0.1	21.059536571200315	543736.7760317344
1	1	O16	16.728184508712996	0	0.25	0.1	26.512385750092687	0.5873730916080965
1	1	O16	16.728184508712996	0	0.25	0.1	33.377116148081235	5.00278637242579e-15
1	1	O16	16.728184508712996	0	0.25	0.1	42.01929969122493	3.91033032124641e-43
1	1	O16	16.728184508712996	0	0.25	0.1	52.89916416707785	5.4169462497271675e-95
1	1	O16	16.728184508712996	0	0.25	0.1	66.59610203260576	2.180415108998562e-186
1	1	O16	16.728184508712996	0	0.25	0.1	83.83952517528459	0.0
1	1	O16	16.728184508712996	0	0.25	0.1	105.54770875592257	0.0
1	1	O16	16.728184508712996	0	0.25	0.1	132.87669270948066	0.0
1	1	O16	16.728184508712996	0	0.25	0.1	167.28184508713	0.0
