Radius from GC [kpc]	Optimal DM mass [MeV]
0.03708848197596332	23.72259243799849
0.39681873350841596	23.7188337007974
0.7565489850408686	23.71957421250646
1.1162792365733214	23.719913326333103
1.476009488105774	23.720082909154105
1.9882302582263947	23.72027635239844
2.5004510283470154	23.72047917142764
3.012671798467636	23.7204894412722
3.524892568588257	23.720286169632256
4.02374655008316	23.720031863397253
4.522600531578064	23.719913330031066
5.0214545130729675	23.72286337145617
5.520308494567871	23.72286337145617
6.016494989395142	23.719724892578288
6.512681484222412	23.719632688374865
7.008867979049683	23.71963267473013
7.505054473876953	23.719685953048952
8.003790855407715	23.719782302323125
8.502527236938477	23.719913330031066
9.001263618469238	23.72000611030748
9.5	23.72011659549996
10.0	23.72015802511424
10.5	23.720150280659475
11.0	23.720041236934136
11.5	23.719913330031066
12.0	23.719725143505208
12.5	23.719555092712653
13.0	23.71945881462514
13.5	23.71945881462514
14.0	23.71941473935173
14.5	23.71941606604533
15.0	23.71941731989209
15.5	23.71941850422333
24.125	23.719425129475376
32.75	23.71945881462514
41.375	23.719425129475376
50.0	23.719425129475376
