Radius from GC [kpc]	Optimal DM mass [MeV]
0.03708848197596332	27.12556743799849
0.39681873350841596	27.121807688602992
0.7565489850408686	27.12254833522514
1.1162792365733214	27.122888326272864
1.476009488105774	27.123057858645293
1.9882302582263947	27.12325111426114
2.5004510283470154	27.123420486235823
3.012671798467636	27.123464390797928
3.524892568588257	27.12326111872516
4.02374655008316	27.1230068855702
4.522600531578064	27.12288833003107
5.0214545130729675	27.125838421930453
5.520308494567871	27.125838421930453
6.016494989395142	27.122699892578296
6.512681484222412	27.12260771360361
7.008867979049683	27.12260769852024
7.505054473876953	27.122660949173408
8.003790855407715	27.12274905732185
8.502527236938477	27.12288833003107
9.001263618469238	27.122986480453257
9.5	27.12309159549996
10.0	27.123132076906742
10.5	27.12312533113376
11.0	27.12301586525635
11.5	27.122888330031067
12.0	27.1227000398726
12.5	27.1225299888836
13.0	27.122433814625143
13.5	27.122388205865043
14.0	27.122389279807653
14.5	27.12239059928412
15.0	27.12239184734825
15.5	27.12239302713092
24.125	27.122400079001107
32.75	27.122433814625143
41.375	27.122400079001107
50.0	27.122400079001107
