Radius from GC [kpc]	Optimal DM mass [MeV]
0.03708848197596332	39.565138437998485
0.39681873350841596	39.561375014173294
0.7565489850408686	39.56211609401931
1.1162792365733214	39.56245932603997
1.476009488105774	39.56262867399842
1.9882302582263947	39.56282123911706
2.5004510283470154	39.56299148613998
3.012671798467636	39.56303520628927
3.524892568588257	39.56283193224308
4.02374655008316	39.56259236900401
4.522600531578064	39.56245933003106
5.0214545130729675	39.565409606439104
5.520308494567871	39.565409606439104
6.016494989395142	39.5622320723281
6.512681484222412	39.56217880582145
7.008867979049683	39.56217878288776
7.505054473876953	39.56223193271701
8.003790855407715	39.56230298307584
8.502527236938477	39.56245933003106
9.001263618469238	39.56255717330754
9.5	39.56266259549996
10.0	39.562729887471534
10.5	39.56269651564241
11.0	39.56258546372573
11.5	39.56245933003106
12.0	39.56227064320596
12.5	39.56210057812322
13.0	39.56200481462514
13.5	39.561957652455526
14.0	39.56195872637336
14.5	39.561960017139135
15.0	39.56196124147239
15.5	39.561962401846
24.125	39.56197089449245
32.75	39.56197089449245
41.375	39.56197089449245
50.0	39.56197089449245
