Radius from GC [kpc]	Optimal DM mass [MeV]
0.03708848197596332	22.37547443799849
0.39681873350841596	22.37171610236357
0.7565489850408686	22.37245655874688
1.1162792365733214	22.37279532635657
1.476009488105774	22.372964929148417
1.9882302582263947	22.373158446585077
2.5004510283470154	22.373361151457743
3.012671798467636	22.373371461253196
3.524892568588257	22.37316818977368
4.02374655008316	22.372913854614247
4.522600531578064	22.372795330031067
5.0214545130729675	22.37574535147519
5.520308494567871	22.37574535147519
6.016494989395142	22.37260689257829
6.512681484222412	22.372514678387585
7.008867979049683	22.372514665257416
7.505054473876953	22.3725679545147
8.003790855407715	22.37263347044847
8.502527236938477	22.372795330031067
9.001263618469238	22.372898006827988
9.5	22.37299859549996
10.0	22.373040332452003
10.5	22.373032260678485
11.0	22.372923382919584
11.5	22.372795330031067
12.0	22.37260718400892
12.5	22.37243713284883
13.0	22.37234081462514
13.5	22.37234081462514
14.0	22.37229692568941
14.5	22.372298255148976
15.0	22.372299511185567
15.5	22.37230069721242
24.125	22.37230714945637
32.75	22.37234081462514
41.375	22.37230714945637
50.0	22.37230714945637
