Nuclear excitation energy [MeV]	Optimal DM mass [MeV]
9.845321000000006	9.842696055015685
16.429129000000003	16.426490247819185
17.886873	17.88423190442641
19.106065	19.10342192648858
20.271515	20.268870019655022
20.634644	20.631998422217816
21.124506000000004	21.121859613732802
21.319014000000003	21.316367291893112
22.049041000000003	22.046396740107628
22.25506900000001	22.252424399871263
22.375785	22.373140200270846
22.69106900000001	22.688423687616915
23.234614	23.231967884247233
23.49949	23.496843232151328
23.722903	23.720255901612294
23.975631	23.97298352743802
24.127765000000004	24.125117282451516
24.395655000000005	24.393006832801298
24.689789000000005	24.68714033802377
24.873077	24.870428029134665
25.193355000000004	25.19070548832664
25.557194000000003	25.554543872334506
26.003710000000005	26.001059113998398
26.416083000000004	26.4134314113314
26.527788000000005	26.52513622060807
27.125878000000004	27.123225196672635
27.402361000000003	27.399707721761065
27.668740000000003	27.666086263270696
27.976836	27.974181731839003
28.509042000000004	28.50638681098754
28.857441000000005	28.8547852062289
29.168116000000005	29.16545966567209
29.456089	29.453432163548513
30.042922000000004	30.04026413718766
30.437946000000004	30.435287443974676
30.851649	30.848989716024175
31.185094000000003	31.18243412786788
31.681334000000003	31.678673250262896
31.952711000000004	31.950049769197143
32.410724	32.4080619555252
32.792416	32.78975327580561
33.30255100000001	33.29988736513541
33.58793800000001	33.58527385461532
34.136562000000005	34.1338968711788
34.565850000000005	34.56318409991264
34.993877000000005	34.991210329497726
35.363474000000004	35.36080666319919
35.869974	35.86730574865184
36.283955000000006	36.28128600004497
36.767230000000005	36.764560125030286
37.199811	37.19714034094452
37.652768	37.65009651922167
38.19608	38.19340753287488
38.556106	38.55343287898979
39.13056400000001	39.12788983545377
39.565449	39.56277404551147
40.05407	40.05139415825971
40.499525000000006	40.49684834987927
41.059143000000006	41.05646533530942
41.52287200000001	41.52019349569049
41.98585800000001	41.9831786586753
42.51042700000001	42.507746712154905
43.013321000000005	43.010639806888776
43.524117	43.52143488988192
44.03732	44.0346369714139
44.525012	44.52232810157093
45.074676	45.071995126894116
45.630351000000005	45.62766915246495
46.133935	46.13125227368012
46.672945000000006	46.67026133796172
47.156012	47.153327503945654
47.697723	47.695037574160196
48.228122	48.22543566971729
48.739074	48.736386804263034
49.307315	49.30462684879452
49.82493	49.822240985141114
50.314816	50.312126173826165
50.89891900000001	50.8962282144129
51.432787000000005	51.430095345241504
51.973068000000005	51.97037547328481
52.579828000000006	52.577134503338854
53.101235	53.09854067775325
53.692147000000006	53.689451750973795
54.194118	54.19142197104846
54.817892	54.81519501118873
55.341667	55.33896921304041
55.943416000000006	55.94071730467181
56.459958	56.457258532029876
57.035070000000005	57.03236967918549
57.633648	57.63094679942038
58.218292000000005	58.21558994741188
58.749719000000006	58.7470161787481
59.338874	59.33617033248631
59.940347	59.93764247428504
60.485786	60.48308070045415
61.089916	61.0872056081422
61.652671000000005	61.649959808568525
62.271494	62.268781932144904
62.83086	62.8281471417225
63.431304	63.428590294342726
63.976745	63.974030524871246
64.543533	64.5408177248813
65.17234	65.16962383605836
65.74018600000001	65.73746903151516
66.328565	66.32584719530144
66.927682	66.92496334047343
67.483962	67.48124254319882
68.092447	68.08972666663634
68.696788	68.69406679094921
69.253307	69.25058497971962
69.842951	69.84022811486838
70.435649	70.43292523980811
71.026463	71.02373836170374
71.621069	71.61834347207709
72.19555100000001	72.19282460702716
72.791594	72.78886670393625
73.37417400000001	73.37144581601191
73.951451	73.94872193139591
