Nuclear excitation energy [MeV]	Optimal DM mass [MeV]
11.083686999999998	11.079493732765846
12.67221699999999	12.668021634479368
14.298885	14.294687484700633
15.954131999999994	15.949932295862153
16.732240999999995	16.728040266428728
17.228590999999994	17.22438960958659
17.361999999999995	17.357798433016693
17.69947299999999	17.695270986317436
18.216430999999996	18.212228301910965
18.289008999999997	18.284806205811286
18.558547	18.55434384889099
19.272980999999994	19.26877690262315
19.409212	19.405007722148213
19.743546999999992	19.739342279179358
19.906587999999992	19.902383063135424
20.24729899999999	20.243093611605147
20.717435999999992	20.713229814341354
20.976286999999992	20.972080465948363
21.28797099999999	21.28376404622609
21.546325	21.542117698133783
21.916796999999995	21.91258919867994
22.23987	22.23566176283306
22.63741199999999	22.63320322613743
23.151957	23.14774753083585
23.676200999999992	23.67199082165295
24.077032	24.072821278875647
24.477605	24.473393735963207
24.863989	24.859777211811114
25.267703	25.26349066364371
25.661045999999992	25.656833129048128
26.093220999999996	26.089007541080143
26.680792999999998	26.676578740666567
27.08572999999999	27.081515188333725
27.625601999999997	27.6213827079927
27.958043999999997	27.95382424849328
28.465062999999997	28.460842546872477
28.984675	28.980453826765746
29.544822999999997	29.540601049240962
30.06296199999999	30.058739328843185
30.553664999999995	30.549441645507716
31.072003999999996	31.06777992250657
31.532825999999996	31.52860127868319
32.141206	32.136980427141715
32.617766	32.61353975882635
33.129636999999995	33.125410039697954
33.69586399999999	33.69163624259466
34.22301699999999	34.21878849892822
34.822188	34.8179586517644
35.395219999999995	35.39098983960294
36.02945999999999	36.02522893838182
36.587898	36.58366614279239
37.16982099999999	37.16558831160079
37.66492399999999	37.660690602641004
38.240869	38.236634775797036
38.83026199999999	38.826026927206684
39.39495399999999	39.39071811178752
40.02306099999999	40.01882420195182
40.61219799999999	40.607960288176656
41.253868	41.2496292850119
41.857097	41.85285734105556
42.462212	42.45797139324754
43.08268499999999	43.078443420410146
43.70801099999999	43.70376843892606
44.382741	44.378497378682354
45.031899	45.02765435737825
45.685689	45.68144332750156
46.38724799999999	46.38300122088022
47.05356	47.0493121683589
47.73497599999999	47.730727090403
48.39182199999999	48.38757204974158
49.10594699999999	49.10169591650112
49.787712	49.78345983275518
50.489346	50.4850927154456
51.202839	51.19858457709995
51.902564	51.89830845851865
52.577086	52.57282937807146
53.31233699999999	53.3080773793537
54.02287299999999	54.018612136663734
54.72362199999999	54.719359905054866
55.456186	55.451922610963294
56.193896	56.189631300835956
56.909995	56.90573632683977
57.64883499999999	57.64457527086917
58.381672	58.37741087849813
59.11943699999999	59.11517463520587
59.863596	59.85933236991329
60.596925	60.59266011166451
61.33836899999999	61.33410282766781
62.081757	62.077489528013466
62.82657999999999	62.822311213146726
63.57767299999999	63.57340287396569
64.324264	64.31999252926168
65.090392	65.08611913493998
65.84944499999999	65.84517073869631
66.61037099999999	66.60609532383918
67.377129	67.3728518823911
68.155874	68.15159540183512
68.92587499999999	68.92159492109764
69.68293499999999	69.6786534485921
70.463456	70.4591729128006
71.237212	71.2329273722762
72.006858	72.00257182177627
72.79192099999999	72.78763322123262
73.574129	73.56983960713164
74.357244	74.3529529714961
75.140284	75.13599576386667
75.932379	75.92808908055221
76.72639799999999	76.72210637224367
